ImageNumber,ObjectNumber,FileName_Mask,FileName_cell,PathName_Mask,PathName_cell,Intensity_IntegratedIntensityEdge_cell,Intensity_IntegratedIntensity_cell,Intensity_LowerQuartileIntensity_cell,Intensity_MADIntensity_cell,Intensity_MassDisplacement_cell,Intensity_MaxIntensityEdge_cell,Intensity_MaxIntensity_cell,Intensity_MeanIntensityEdge_cell,Intensity_MeanIntensity_cell,Intensity_MedianIntensity_cell,Intensity_MinIntensityEdge_cell,Intensity_MinIntensity_cell,Intensity_StdIntensityEdge_cell,Intensity_StdIntensity_cell,Intensity_UpperQuartileIntensity_cell,Location_CenterMassIntensity_X_cell,Location_CenterMassIntensity_Y_cell,Location_CenterMassIntensity_Z_cell,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cell,Location_MaxIntensity_Y_cell,Location_MaxIntensity_Z_cell,Number_Object_Number
4,1,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,1.9935912135988474,12.284382374957204,0.12024872191250324,0.06232547387480736,0.3476751160385558,0.16719309985637665,0.32533761858940125,0.09493291493327845,0.17301947006981977,0.1662546694278717,0.014053558930754662,0.014053558930754662,0.04470581710794892,0.07820493558586689,0.24114976450800896,182.01562000748618,3.093102724788249,0.0,182.1267605633803,3.4225352112676055,0,181.0,1.0,0.0,1
4,2,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,1.0003051753155887,6.716243221890181,0.08682383596897125,0.08284122496843338,0.683717137549066,0.1744869202375412,0.43871214985847473,0.07694655194735298,0.17674324268132055,0.14885175228118896,0.00520332669839263,0.00520332669839263,0.05677258174876592,0.12548579876425436,0.26219578087329865,203.51293539426737,0.9685311124518218,0.0,203.97368421052633,1.4736842105263157,0,203.0,0.0,0.0,2
4,3,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,1.5548027949407697,20.807644774205983,0.12256046384572983,0.08577096462249756,0.8571847620900598,0.14932478964328766,0.7966582775115967,0.08183172604951419,0.2477100568357855,0.19717708230018616,0.007095445413142443,0.007095445413142443,0.04360312544733929,0.18497158342505476,0.32408636808395386,239.40706600508418,1.886855592124336,0.0,239.63095238095238,2.7142857142857144,0,237.0,0.0,0.0,3
4,4,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,7.63164721429348,40.808728232979774,0.303948275744915,0.17386893928050995,0.34584506228030787,0.7459220290184021,0.8701915144920349,0.3318107484475426,0.49167142449373225,0.4995117038488388,0.13807888329029083,0.13807888329029083,0.1710923323451472,0.19822419938978325,0.660219743847847,398.5226944401633,3.671616079902404,0.0,398.86746987951807,3.6987951807228914,0,397.0,5.0,0.0,4
4,5,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,1.3359731435775757,4.215106427669525,0.12215609662234783,0.02996871992945671,0.37255406259978097,0.23543144762516022,0.2713511884212494,0.1214521039615978,0.1561150528766491,0.13913939148187637,0.06581216305494308,0.06581216305494308,0.043418619473770466,0.0563328446749888,0.19740215688943863,579.4282084016643,0.948830163589337,0.0,579.2222222222222,1.2592592592592593,0,581.0,0.0,0.0,5
4,6,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,11.957595132291317,129.16485869139433,0.22993820160627365,0.13598838448524475,2.0231312939123565,0.4120698869228363,1.0,0.17329848017813504,0.3962112229797372,0.3352559804916382,0.024689096957445145,0.024689096957445145,0.07130419124646944,0.2220328290891316,0.5437247455120087,1485.009005621825,12.600968698472744,0.0,1484.5337423312883,14.567484662576687,0,1489.0,0.0,0.0,6
4,7,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,6.119249239563942,58.23558382689953,0.2508278079330921,0.1577935442328453,0.2119517233688505,0.4624399244785309,0.8763866424560547,0.2039749746521314,0.40724184494335336,0.40543220937252045,0.0952010378241539,0.0952010378241539,0.08910575560256946,0.18552106486210165,0.5664835721254349,1788.898704545541,5.426317367818849,0.0,1788.8181818181818,5.6223776223776225,0,1787.0,3.0,0.0,7
4,8,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,5.148622864857316,28.32925912179053,0.0953078493475914,0.05334554612636566,1.673593012587428,0.1926756650209427,0.3774624168872833,0.09534486786772807,0.15565526989994796,0.1412832885980606,0.021591516211628914,0.019501030445098877,0.037292023377528606,0.08165008855115441,0.21042954176664352,1882.9945415229831,7.98794006551862,0.0,1884.1153846153845,9.23076923076923,0,1881.0,0.0,0.0,8
4,9,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,4.07687496393919,46.12161433696747,0.15923934057354927,0.09309529513120651,1.0878493287751572,0.21409933269023895,0.5510337948799133,0.11990808717468206,0.25766264992719257,0.2730602025985718,0.02830548584461212,0.02830548584461212,0.04186119066233423,0.10805792248473124,0.3522850275039673,2050.584067253967,4.276531979087214,0.0,2050.290502793296,5.324022346368715,0,2049.0,1.0,0.0,9
4,10,11L Fibronectin_Probabilities_0.tiff,11L Fibronectin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R4,12.747112311422825,132.32413206249475,0.2569085359573364,0.09668879210948944,2.146268776180344,0.43768978118896484,0.6991531252861023,0.19917362986598164,0.3547563862265275,0.34838634729385376,0.06082246080040932,0.06082246080040932,0.08835003156577285,0.14442789812266651,0.45353245735168457,2148.0533349358,7.365415394384412,0.0,2146.5844504021447,8.93029490616622,0,2149.0,2.0,0.0,10
