ImageNumber,ObjectNumber,FileName_Mask,FileName_cell,PathName_Mask,PathName_cell,Intensity_IntegratedIntensityEdge_cell,Intensity_IntegratedIntensity_cell,Intensity_LowerQuartileIntensity_cell,Intensity_MADIntensity_cell,Intensity_MassDisplacement_cell,Intensity_MaxIntensityEdge_cell,Intensity_MaxIntensity_cell,Intensity_MeanIntensityEdge_cell,Intensity_MeanIntensity_cell,Intensity_MedianIntensity_cell,Intensity_MinIntensityEdge_cell,Intensity_MinIntensity_cell,Intensity_StdIntensityEdge_cell,Intensity_StdIntensity_cell,Intensity_UpperQuartileIntensity_cell,Location_CenterMassIntensity_X_cell,Location_CenterMassIntensity_Y_cell,Location_CenterMassIntensity_Z_cell,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cell,Location_MaxIntensity_Y_cell,Location_MaxIntensity_Z_cell,Number_Object_Number
3,1,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,7.886121926829219,80.50824753171764,0.14985503256320953,0.0959334596991539,0.4090563151932948,0.4946669638156891,0.4946669638156891,0.17524715392953819,0.2432273339326817,0.24118410050868988,0.029144732281565666,0.0029755092691630125,0.09524737559141673,0.12071703716135948,0.34033722430467606,1127.6154773411886,6.544453796065987,0.0,1127.7915407854985,6.175226586102719,0,1142.0,2.0,0.0,1
3,2,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,8.35025567188859,39.491432239999995,0.13313115388154984,0.07033646106719971,0.4168739153982276,0.580132782459259,0.580132782459259,0.1988156112354426,0.2067614253403141,0.20121309161186218,0.02510109171271324,0.003402761882171035,0.10561313306994233,0.09908486821880672,0.2723124995827675,1300.4055731065546,8.80923785898926,0.0,1300.2460732984293,8.424083769633508,0,1303.0,16.0,0.0,2
3,3,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,7.985732831293717,80.83248662459664,0.12462424486875534,0.10145723819732666,0.8337342289302758,0.3964446485042572,0.5007095336914062,0.15658299669203365,0.23029198468546053,0.21405355632305145,0.0011749446857720613,0.0011749446857720613,0.09812697709722089,0.13319664828075992,0.349431611597538,1106.6160394689568,10.03601927487142,0.0,1106.965811965812,9.279202279202279,0,1108.0,11.0,0.0,3
3,4,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,12.809262232389301,108.43553819647059,0.1487640142440796,0.08152132481336594,0.24766962786628868,0.3948882222175598,0.4116731584072113,0.16635405496609482,0.22450421986846913,0.22897688299417496,0.0,0.0,0.10128126800933233,0.09906767050671922,0.31160829216241837,1071.1050298527853,18.776607981129256,0.0,1071.2815734989647,18.950310559006212,0,1076.0,31.0,0.0,4
3,5,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,4.943511125165969,14.941939432639629,0.17103837430477142,0.09925994277000427,0.26297805800048557,0.8231632113456726,0.8231632113456726,0.22470505114390768,0.2873449890892236,0.2554818093776703,0.0003356984816491604,0.0003356984816491604,0.17293179739998762,0.18164808712458025,0.35677120089530945,510.21986786985923,18.644276050657314,0.0,510.0,18.5,0,514.0,17.0,0.0,5
3,6,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,14.264438804937527,172.01533541921526,0.12778668105602264,0.10814068466424942,0.11125181026510757,0.6535133719444275,0.6535133719444275,0.1440852404539144,0.24261683415968302,0.23532463610172272,0.0,0.0,0.12442341595548012,0.14296810962003673,0.34364843368530273,487.1818563384975,28.402709027561365,0.0,487.07757404795484,28.441466854724965,0,501.0,42.0,0.0,6
3,7,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,7.5208515003323555,51.84895095974207,0.11969939805567265,0.07295338809490204,0.329283298529774,0.6786602735519409,0.6786602735519409,0.1504170300066471,0.20493656505826904,0.18390173465013504,0.03616388142108917,0.028122376650571823,0.12212972191547684,0.11529854477246872,0.26665522903203964,897.767167918361,26.356379694969377,0.0,897.7865612648221,26.027667984189723,0,898.0,35.0,0.0,7
3,8,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,6.825970903038979,23.691416839137673,0.18305104598402977,0.06208895891904831,0.29416591124694336,0.4914015531539917,0.723018229007721,0.2353783070013441,0.2603452399905239,0.23777370899915695,0.010238803923130035,0.010238803923130035,0.11901888453929196,0.13460360802563726,0.31678111106157303,1198.5348569577004,28.095844623625688,0.0,1198.2417582417581,28.12087912087912,0,1197.0,31.0,0.0,8
3,9,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,0.7468986138701439,0.7468986138701439,0.12025634944438934,0.142717644572258,0.2818782428105907,0.27904173731803894,0.27904173731803894,0.18672465346753597,0.18672465346753597,0.26297399401664734,0.08462653309106827,0.08462653309106827,0.08540852932956447,0.08540852932956447,0.27904173731803894,1605.2387840298718,47.60020837524023,0.0,1605.0,47.75,0,1605.0,48.0,0.0,9
3,10,7L Calponin_Probabilities_0.tiff,7L Calponin.tif,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\7L\R3,9.724193189060315,97.42641334584914,0.10852598026394844,0.10148012638092041,0.07994417774468945,0.547661542892456,0.7693598866462708,0.15194051857906743,0.23252127290178792,0.19279774278402328,0.0006713969632983208,0.0,0.1153037474514814,0.16554014415810886,0.33048752695322037,539.9434476001558,49.98317373088442,0.0,539.8854415274463,50.0381861575179,0,538.0,49.0,0.0,10
